id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C
id_0087940f4_8,0.75970155,0.7956509,0.06820187
id_0087940f4_13,0.07813799,0.22429341,-0.022308545
id_0087940f4_14,0.093063846,0.81212777,0.08721068
id_0087940f4_32,0.031814616,0.4756907,0.66681033
id_0087940f4_38,1.1404145,1.0329089,0.93433094
id_0087940f4_43,0.028661566,0.0036349802,0.08752626
id_0087940f4_47,0.09076876,-0.0085620135,0.7375894
id_0087940f4_51,0.38625556,0.4125623,0.72760946
id_0087940f4_54,0.31797916,0.15626816,0.0916584
id_0087940f4_56,0.68661624,0.24501479,0.058404088
id_0087940f4_64,0.15812698,0.43940753,0.12523787
id_0087940f4_65,0.22561821,0.36850265,0.60744077
id_00ab2d761_4,0.45759615,0.5158408,0.5507931
id_00ab2d761_8,-0.046881415,0.07222229,0.06781626
id_00ab2d761_12,0.1885953,0.20334098,0.012513093
id_00ab2d761_14,-0.022641325,0.17958532,0.14804235
id_00ab2d761_21,0.39639598,0.27250242,0.07406242
id_00ab2d761_23,0.29340166,0.42546776,0.230773
id_00ab2d761_28,0.5121624,0.35535213,0.41146746
id_00ab2d761_49,0.10272803,0.14001423,0.11468466
id_00ab2d761_51,0.0045073545,0.10055902,0.034103062
id_00ab2d761_53,0.024874562,0.24200433,0.100177094
id_00ab2d761_56,0.005357284,0.22521445,0.055819426
id_00ab2d761_67,0.56610453,0.8772679,0.6701987
id_00abef1d7_2,1.011423,0.88785374,1.3623497
id_00abef1d7_5,0.6285196,1.0217369,1.3938632
id_00abef1d7_6,0.61406034,1.3794787,1.823786
id_00abef1d7_8,0.6525,1.1918805,1.270465
id_00abef1d7_17,0.41475874,0.30199298,0.16194555
id_00abef1d7_18,0.11679902,0.2609109,0.1940717
id_00abef1d7_20,-0.03289796,0.49902025,0.47365487
id_00abef1d7_26,0.094574824,0.18874829,0.20560044
id_00abef1d7_29,-0.020760082,0.035796158,-0.05540496
id_00abef1d7_33,-0.06940413,0.13849396,-0.052986424
id_00abef1d7_38,0.32444906,0.19642453,0.05322023
id_00abef1d7_56,-0.007297185,0.04529713,-0.033833876
id_00abef1d7_58,-0.056836545,0.12174426,0.12546216
id_00abef1d7_60,0.03441922,0.33807185,-0.008234254
id_00abef1d7_66,0.40762287,0.3700606,0.46176797
id_00b436dec_1,1.403558,2.2177854,2.4310365
id_00b436dec_13,0.011140552,0.3169387,-0.18460687
id_00b436dec_15,-0.076772995,0.18909554,-0.051317696
id_00b436dec_16,0.16275413,0.0030840267,-0.17664087
id_00b436dec_27,0.68943906,0.42375785,0.3991794
id_00b436dec_28,0.73285973,1.0737066,0.80467606
id_00b436dec_36,0.30372602,0.12152983,0.03500132
id_00b436dec_40,0.053177536,0.15991877,0.07997773
id_00b436dec_41,0.19427696,0.5898335,0.31403208
id_00b436dec_45,0.21842164,0.20698413,-0.019321911
id_00b436dec_51,0.2591567,0.3309712,0.06261055
id_00b436dec_59,0.021102386,0.15782094,0.11679114
id_00b436dec_66,0.4674927,0.57172877,0.5407528
id_00fcc5cd1_0,0.22939876,0.43620476,1.4465287
id_00fcc5cd1_5,0.16671908,0.056076307,0.04298359
id_00fcc5cd1_8,-0.037323873,-0.07699766,0.036515534
id_00fcc5cd1_13,-0.04107721,-0.066971086,-0.05380579
id_00fcc5cd1_14,-0.3466773,0.2500185,-0.10244037
id_00fcc5cd1_23,0.17250247,-0.015115316,0.029509827
id_00fcc5cd1_24,0.032534126,0.31021687,0.036070477
id_00fcc5cd1_27,0.060270816,0.2300829,0.5340519
id_00fcc5cd1_31,0.06031181,0.34612104,0.09225733
id_00fcc5cd1_37,-0.22304027,-0.18118705,0.39053684
id_00fcc5cd1_38,0.12091576,0.3856571,0.17258912
id_00fcc5cd1_40,-0.19365288,-0.017664472,-0.018758485
id_00fcc5cd1_64,-0.0037145314,0.28933072,0.023826808
id_00fcc5cd1_65,-0.12961756,0.34051332,0.71017027
id_00fcc5cd1_67,0.61927205,1.1075734,0.8589573
id_010ab0472_1,1.3826782,1.9416288,1.7452269
id_010ab0472_4,0.7641736,0.7049661,0.5273122
id_010ab0472_6,0.31513116,0.5833209,0.6364593
id_010ab0472_11,0.65227777,0.48879123,0.19078347
id_010ab0472_21,1.0290027,0.86744756,0.6110896
id_010ab0472_23,0.6136811,0.6049773,0.5073034
id_010ab0472_39,-0.008790857,0.02626965,0.011389236
id_010ab0472_41,0.05747295,0.10995911,0.06504918
id_010ab0472_47,1.1479155,1.2166,1.0733105
id_010ab0472_49,1.1650984,1.1781635,0.9512543
id_010ab0472_53,0.6925062,0.7126992,0.6080959
id_010ab0472_58,0.19944823,0.52432805,0.23856351
id_010ab0472_60,0.050699286,0.2208807,0.082037054
id_010ab0472_61,0.08312455,0.20079203,0.044062283
id_0172c2cb6_3,0.7218708,0.33239454,0.37802
id_0172c2cb6_4,0.92868644,0.8879527,1.0367485
id_0172c2cb6_18,0.03834718,0.3692862,0.4150738
id_0172c2cb6_23,0.2533352,0.15986942,0.14219312
id_0172c2cb6_30,0.017538846,0.051148508,0.023001587
id_0172c2cb6_35,1.0778512,0.27048424,0.20999748
id_0172c2cb6_36,0.42950505,0.54937625,0.52720165
id_0172c2cb6_39,0.3177659,0.37078667,0.27097616
id_0172c2cb6_40,0.65440035,1.5862037,1.3237392
id_0172c2cb6_41,0.7407721,1.2941154,1.0851318
id_0172c2cb6_42,0.23460273,0.39201578,0.35524017
id_0172c2cb6_45,0.11903762,0.12317219,0.04894908
id_0172c2cb6_49,0.06637337,0.1281727,0.03869118
id_0172c2cb6_54,0.095164515,0.29266608,0.1961979
id_0172c2cb6_55,0.15378928,0.24254681,0.15270285
id_0197d5afb_5,0.05094931,0.19026574,0.12045451
id_0197d5afb_9,0.25815463,0.091232635,0.02730358
id_0197d5afb_12,0.021899795,0.12439221,0.08174611
id_0197d5afb_14,0.2587438,0.38812035,0.33028528
id_0197d5afb_19,-0.0065240874,0.059434894,0.044893216
id_0197d5afb_25,0.082292914,0.24647301,0.13121529
id_0197d5afb_27,0.11524306,0.34680295,0.29017136
id_0197d5afb_32,0.72432095,0.627078,0.6649329
id_0197d5afb_36,0.8499019,0.52724236,0.5084014
id_0197d5afb_46,0.020905372,0.10473678,0.052268147
id_0197d5afb_50,0.20458369,0.21733995,0.20237724
id_0197d5afb_55,0.48358193,0.7893354,0.8048347
id_0197d5afb_56,0.3276563,0.31075954,0.32690433
id_0197d5afb_61,0.15011549,0.13191187,0.13462877
id_0197d5afb_65,0.064594194,0.15220526,0.07161733
id_019a556b1_0,0.38001934,0.6158088,0.45535615
id_019a556b1_1,1.0985887,1.6384704,1.5071857
id_019a556b1_3,0.5152511,0.45238832,0.6583162
id_019a556b1_9,0.72764945,0.6687235,0.574771
id_019a556b1_16,0.20883398,0.3175878,0.10470289
id_019a556b1_17,0.3719709,0.61273575,0.44389647
id_019a556b1_21,0.67352396,1.1837951,1.0775216
id_019a556b1_23,0.1582395,0.26961005,0.2934095
id_019a556b1_29,0.96464986,1.3332845,1.2008501
id_019a556b1_33,0.9544302,1.7166393,1.4602267
id_019a556b1_39,0.27549428,0.5307152,0.58001184
id_019a556b1_43,0.27557474,-0.16011606,-0.85645914
id_019a556b1_48,0.4048046,0.44262224,0.3700517
id_019a556b1_52,0.23968688,0.5597893,0.5411994
id_019a556b1_58,0.3965914,0.29696515,0.3986988
id_019a556b1_60,0.3959988,0.5808232,0.5945389
id_019a556b1_63,0.4197266,0.53753054,0.6245617
id_019a556b1_65,0.4746206,0.46866998,0.42155412
id_01b53b647_3,0.78144306,0.68597883,0.77488863
id_01b53b647_5,0.08499599,0.24025872,0.18640897
id_01b53b647_6,-0.03912427,0.012394703,0.025899302
id_01b53b647_10,0.58690244,0.31962937,0.24788655
id_01b53b647_14,0.31256738,1.2013255,0.88068974
id_01b53b647_18,0.13918148,0.29808414,0.10795432
id_01b53b647_23,0.8215708,1.871958,1.6063256
id_01b53b647_27,0.5130559,0.29965696,0.26882884
id_01b53b647_34,1.1621203,2.0177662,1.4794762
id_01b53b647_35,0.8302685,0.47697356,0.54932433
id_01b53b647_38,0.06253749,0.2231354,0.16322432
id_01b53b647_47,0.25970232,0.18280727,0.159992
id_01b53b647_51,0.05962448,0.1307394,0.040650193
id_01b53b647_55,0.029970707,0.13757169,0.064976916
id_01b53b647_58,0.25379875,0.27798048,0.2674933
id_01bd6a9b8_2,0.15992326,0.52356476,0.22744764
id_01bd6a9b8_4,-18.44692,-8.751296,-20.00302
id_01bd6a9b8_6,-0.11777636,0.17496966,0.15548313
id_01bd6a9b8_8,-0.020298248,-0.0688607,-0.08627171
id_01bd6a9b8_10,-0.042125624,-0.07028357,-0.11136343
id_01bd6a9b8_12,-0.109602295,0.14606453,0.11640914
id_01bd6a9b8_13,0.06107211,0.09124102,0.050278295
id_01bd6a9b8_16,0.076328546,0.15433826,-0.03972253
id_01bd6a9b8_21,-0.11438115,0.021166136,-0.019203126
id_01bd6a9b8_26,-0.043515224,0.112179026,0.10696839
id_01bd6a9b8_27,-13.557754,-7.816653,-19.807158
id_01bd6a9b8_32,0.33204892,0.22773609,-0.01378221
id_01bd6a9b8_39,0.34765416,0.25990972,0.15769486
id_01bd6a9b8_42,0.9432758,0.15308635,0.13282943
id_01bd6a9b8_43,0.93541193,0.40747184,-0.08605091
id_01bd6a9b8_45,2.1806393,0.27257842,-0.02382528
id_01bd6a9b8_46,0.51718485,0.39533174,0.12377301
id_01bd6a9b8_49,0.33065483,0.0013988491,17.684856
id_01bd6a9b8_51,2.3662465,-0.29571292,0.79624885
id_01bd6a9b8_54,0.13940358,0.6562471,0.19084612
id_01ccf95c0_3,0.8942947,0.70646125,1.082673
id_01ccf95c0_6,0.04778427,0.20295747,0.13697709
id_01ccf95c0_14,0.19525433,0.17860344,0.15022519
id_01ccf95c0_18,0.27601314,0.28851408,0.30264533
id_01ccf95c0_22,0.039176337,0.08874134,0.053673733
id_01ccf95c0_28,0.09499234,0.23967564,0.17496341
id_01ccf95c0_31,0.049635917,0.11747686,0.10818714
id_01ccf95c0_35,-0.01342001,0.04860727,0.044322476
id_01ccf95c0_39,0.276766,0.12034548,0.07022846
id_01ccf95c0_45,0.5649339,0.37423307,0.32524496
id_01ccf95c0_49,0.03250577,0.107739985,0.0622382
id_01ccf95c0_59,0.27061734,0.29197934,0.18400185
id_01ccf95c0_62,0.23754367,0.48341137,0.3882116
id_01e2cf40a_10,0.74121255,0.1911632,0.40626758
id_01e2cf40a_13,0.36720994,0.22445437,0.45211577
id_01e2cf40a_25,0.19003738,0.32465374,0.61810815
id_01e2cf40a_29,0.34308404,0.33408007,0.49881843
id_01e2cf40a_54,0.1795266,0.23739772,0.39214456
id_01e2cf40a_55,0.16427456,0.25192896,0.42164242
id_01e2cf40a_62,0.62437,0.24738419,0.39369786
id_01e2cf40a_64,0.39489365,0.5463123,0.8368097
id_01e2cf40a_66,0.4366807,0.13904475,0.32716095
id_01e62ef42_4,-0.110816345,-0.10735847,0.011738461
id_01e62ef42_5,-0.13603365,-0.12943596,-0.08128016
id_01e62ef42_8,-0.05462404,-0.12133093,-0.0020907177
id_01e62ef42_12,0.06974168,-0.02559753,-0.0090790605
id_01e62ef42_21,-0.065778986,0.012660357,-0.055790994
id_01e62ef42_30,0.027943661,-0.039294373,-0.013204216
id_01e62ef42_31,-0.123039424,0.0014103961,-0.05991615
id_01e62ef42_37,-0.03288982,0.2581787,0.09822005
id_01e62ef42_41,0.058978137,0.00012273507,0.091799565
id_01e62ef42_42,0.049645294,0.16280392,-0.05394381
id_01e62ef42_44,0.026653867,0.15640281,0.045439065
id_01e62ef42_45,0.28200638,0.07037043,0.1406884
id_01e62ef42_54,0.037526224,0.15640281,0.46419272
id_01e62ef42_58,0.36257634,0.5529623,0.53752375
id_01e62ef42_65,3.493628,0.5088532,0.57146555
id_01f38f83d_5,0.035124864,0.39035824,0.33354065
id_01f38f83d_8,0.983756,0.5699827,0.49479252
id_01f38f83d_10,0.39928666,0.5933992,0.4909129
id_01f38f83d_18,0.7090787,0.7399906,0.68966043
id_01f38f83d_23,0.485252,0.9444897,0.8358313
id_01f38f83d_25,0.47850657,1.4242648,1.1687683
id_01f38f83d_28,0.7021413,0.83186847,0.6964827
id_01f38f83d_29,0.055053733,0.117471725,0.069468416
id_01f38f83d_30,0.12675613,0.47835824,0.29688597
id_01f38f83d_38,-0.017148666,0.03949593,0.02654009
id_01f38f83d_42,0.93598884,0.56550175,0.4892149
id_01f38f83d_66,0.5443559,0.6280273,0.6147123
id_020105a22_0,5.879265,0.4605494,4.407658
id_020105a22_5,0.8137812,0.49956545,0.608469
id_020105a22_12,0.76037973,0.26960656,0.4921158
id_020105a22_14,0.74996907,0.29467058,0.46016952
id_020105a22_16,1.1020068,0.44479653,0.4472128
id_020105a22_21,1.213846,0.42811653,1.0249882
id_020105a22_22,0.9605091,0.33670408,2.1214552
id_020105a22_26,0.84182787,0.16573757,0.6025092
id_020105a22_31,0.8753976,0.51625556,1.8334626
id_020105a22_33,1.0783066,0.4574918,0.4387131
id_020105a22_39,0.88903,1.0531561,1.1878314
id_020105a22_52,0.43574503,0.56883883,0.6593748
id_020105a22_54,1.4470541,0.14759898,0.76733184
id_020105a22_57,0.67200446,1.1430546,2.0677204
id_020105a22_64,0.461995,0.2878818,0.7140261
id_020105a22_66,0.4477955,0.42732942,0.8465524
id_020af5561_11,0.39741647,0.57509613,0.40647915
id_020af5561_17,0.23275447,0.39169317,0.49499917
id_020af5561_21,0.073617555,0.29141805,0.24411829
id_020af5561_24,0.58639854,0.7771481,0.798101
id_020af5561_31,0.4317066,1.5696635,1.4777373
id_020af5561_36,0.14788762,0.65230334,0.67409056
id_020af5561_52,0.20824963,0.123334914,0.20295785
id_020af5561_53,0.58451426,0.43144268,0.44768554
id_020af5561_55,1.0834992,1.899288,1.7034596
id_0211b293a_2,1.0863477,0.96680975,1.2365342
id_0211b293a_3,0.73829335,0.64104956,0.7723259
id_0211b293a_8,0.46424267,0.7297773,0.8300464
id_0211b293a_9,0.42670366,0.33371642,0.25981903
id_0211b293a_10,0.59640414,1.0130463,0.9119347
id_0211b293a_12,-0.022575075,0.15673277,0.10782347
id_0211b293a_26,0.25304538,0.33498162,0.29119974
id_0211b293a_27,0.3250696,0.3095814,0.1695437
id_0211b293a_34,0.7515932,0.5473142,0.46112293
id_0211b293a_35,0.7412111,0.31855434,0.2558129
id_0211b293a_39,0.3337267,0.41920763,0.49351987
id_0211b293a_52,0.055039976,0.17300157,0.07679118
id_0211b293a_53,0.010321797,0.057305645,0.029826794
id_0211b293a_54,0.1393949,0.21786003,0.12907174
id_0211b293a_57,0.16254184,0.55053926,0.49157962
id_0211b293a_60,0.3958666,0.9863125,0.8463609
id_0211b293a_63,0.0672894,0.14847873,0.14255364
id_0211b293a_64,0.118648686,0.16447717,0.15100504
id_0211b293a_67,0.19290495,0.55390465,0.50201213
id_023f91e97_2,1.1030593,0.6597929,1.0348275
id_023f91e97_9,0.8000278,0.5084149,0.74033004
id_023f91e97_17,0.08043826,0.08811671,0.12568794
id_023f91e97_20,0.13223477,0.17527117,0.1782194
id_023f91e97_21,0.13403854,0.0758236,0.013837985
id_023f91e97_28,0.23355502,0.008830534,-0.12797143
id_023f91e97_39,0.312104,0.3550858,0.2857814
id_023f91e97_40,0.23895241,0.14073515,0.15525416
id_023f91e97_41,0.49178144,0.45943365,0.3630643
id_023f91e97_43,0.101030655,0.16895394,0.23035575
id_023f91e97_49,0.22334304,0.40075284,0.40343672
id_023f91e97_53,0.35647833,0.4540579,0.30822185
id_023f91e97_59,0.101982065,0.1683123,0.21761322
id_023f91e97_60,0.43142596,0.42682862,0.31781387
id_023f91e97_61,0.16236286,0.27301794,0.33801022
id_02612d250_0,0.51737255,0.87229997,0.73596096
id_02612d250_1,2.139373,3.4602733,3.5300043
id_02612d250_16,0.3405112,0.75256956,0.6265028
id_02612d250_17,0.21981612,0.48079044,0.5117671
id_02612d250_23,0.13087152,0.6288244,0.52957594
id_02612d250_35,0.60275406,1.1316057,0.9883865
id_02612d250_37,0.6363205,0.6641977,0.48380038
id_02612d250_40,0.155111,0.27790275,0.2294438
id_02612d250_42,0.07924635,0.122138985,0.07897056
id_02612d250_60,0.47801104,0.6319917,0.41780108
id_02612d250_63,0.1875176,0.45246238,0.36066264
id_0292ade85_10,0.03471979,0.52498454,-0.18384036
id_0292ade85_16,0.13452864,0.47115472,-0.18668897
id_0292ade85_19,0.10121382,0.20609799,-0.08113953
id_0292ade85_22,0.013131709,0.11281594,-0.121090665
id_0292ade85_25,0.053234205,0.12639159,-0.13127606
id_0292ade85_26,-0.0053288513,0.1404188,-0.13198589
id_0292ade85_37,0.29744262,0.7515222,0.54153687
id_0292ade85_40,0.011233917,0.25709853,-0.19568376
id_0292ade85_42,-0.12965333,0.24782428,-0.11934492
id_0292ade85_44,0.052530892,-0.008263479,0.3302622
id_0292ade85_46,-0.101583466,-0.010912046,-0.16450503
id_0292ade85_54,-0.13520432,-0.054210626,0.24691099
id_0292ade85_57,-0.100566074,0.29863968,-0.13455002
id_0292ade85_60,-0.0900383,0.27654877,0.2916125
id_0292ade85_61,0.4923762,0.2775926,-0.0635575
id_0292ade85_64,0.010829534,0.3879851,0.078075044
id_0292ade85_65,0.3168023,0.7191952,0.5638251
id_02949f9a6_0,0.6054211,0.65843886,0.48624927
id_02949f9a6_14,0.16950475,0.26360452,0.20344651
id_02949f9a6_20,0.050410133,0.33689532,0.22838305
id_02949f9a6_26,0.024509313,0.18096873,0.10226342
id_02949f9a6_27,0.27263784,0.49415872,0.223301
id_02949f9a6_32,0.046375625,0.13317694,0.0717362
id_02949f9a6_36,0.40133357,0.26165405,0.19339217
id_02949f9a6_38,0.06242397,0.2738666,0.12144239
id_02949f9a6_39,0.08026916,0.207695,0.078578085
id_02949f9a6_50,0.08967009,0.4011545,0.14464651
id_02949f9a6_52,0.09127919,0.45699495,0.2975198
id_02949f9a6_56,0.26412937,0.44020313,0.4022534
id_02949f9a6_61,0.14678134,0.25767156,0.13080093
id_02949f9a6_62,0.14164905,0.4427905,0.35913038
id_02949f9a6_63,0.24815398,1.1766727,1.0122886
id_0295caf90_1,0.7778854,1.0616482,1.0328852
id_0295caf90_3,0.52692586,0.22311896,0.36532906
id_0295caf90_5,0.19896331,0.59521747,0.7390863
id_0295caf90_6,0.103538185,0.24187659,0.30651268
id_0295caf90_13,0.39822415,0.46328136,0.26722416
id_0295caf90_17,0.31232086,0.28049672,0.27173635
id_0295caf90_21,0.22387917,0.16626763,0.13615774
id_0295caf90_26,0.14213122,0.15394367,0.11415693
id_0295caf90_32,-0.02039261,0.13578975,0.09690375
id_0295caf90_40,0.4118062,0.556343,0.49657968
id_0295caf90_42,0.075577475,0.22906524,0.16701025
id_0295caf90_48,0.23212396,0.251954,0.11495842
id_0295caf90_50,0.032492224,0.23289126,0.17740598
id_02bda376d_15,0.8831816,1.6343759,1.0300075
id_02bda376d_18,-0.01772387,0.9268956,0.4564616
id_02bda376d_23,-0.11849426,0.3929721,0.25703332
id_02bda376d_26,-0.009290337,0.19262479,0.17702706
id_02bda376d_38,0.018944921,0.25177908,0.1439639
id_02bda376d_55,1.0695931,0.36409,0.150639
id_02bda376d_64,-0.04651337,0.17475891,0.06597673
id_02bda376d_65,-0.019471755,0.2690633,0.1759058
id_02bda376d_67,0.17952147,0.5622073,0.5748388
id_02c0278e3_1,1.4700211,1.7311302,1.8135712
id_02c0278e3_18,0.7427532,0.48155367,0.61324024
id_02c0278e3_20,1.0874358,1.1037796,1.0122343
id_02c0278e3_29,0.31158885,0.42054063,0.5237618
id_02c0278e3_30,0.7042953,0.7284093,0.6886957
id_02c0278e3_42,0.16840842,0.22314252,0.29044834
id_02c0278e3_50,0.8144459,1.0834076,1.2458156
id_02c0278e3_59,0.4837438,0.57091045,0.509512
id_02c0278e3_63,0.16756395,0.36913493,0.35832742
id_02c0278e3_65,0.33342016,0.43126136,0.36068082
id_02c16cf5b_13,0.023180708,0.08727247,0.10180911
id_02c16cf5b_20,0.28205818,0.16834782,0.12635519
id_02c16cf5b_22,0.10542785,0.48019865,0.58072585
id_02c16cf5b_26,0.39481127,0.49424693,0.58748853
id_02c16cf5b_33,0.93119276,1.2415838,1.1595098
id_02c16cf5b_41,0.7895643,0.9150028,0.92285275
id_02c16cf5b_42,0.70540553,0.6330995,0.66565144
id_02c16cf5b_45,0.31242484,0.3804695,0.36731088
id_02c16cf5b_58,0.29141492,0.4527747,0.40590766
id_02c16cf5b_65,0.3195001,0.38900515,0.51908726
id_031276afd_10,0.47248378,1.1956683,0.96186703
id_031276afd_18,1.1323209,0.75132275,0.7970907
id_031276afd_20,0.5407016,0.7321334,0.55140936
id_031276afd_21,0.48769218,0.77607137,0.6606738
id_031276afd_23,0.3421517,0.37900004,0.39203066
id_031276afd_29,0.1646435,0.20339087,0.09399567
id_031276afd_30,0.22213827,0.07632193,-0.028764727
id_031276afd_34,1.3185266,2.2484827,1.8604141
id_031276afd_43,0.8186411,0.47606817,0.5654549
id_031276afd_45,1.1236812,0.47708187,0.47519976
id_031276afd_46,0.37651956,0.32148573,0.3747914
id_031276afd_50,0.4242325,0.41828704,0.34519836
id_031276afd_52,0.16384137,0.3079772,0.3064129
id_031276afd_65,0.297319,0.6921059,0.6465865
id_031500f63_0,0.26236987,0.76316625,0.51825464
id_031500f63_10,0.011575305,0.5394404,0.20275238
id_031500f63_15,0.41256467,1.2058,1.1952658
id_031500f63_28,-0.023928043,0.31614536,0.24982442
id_031500f63_32,0.12895861,0.3991827,0.36229008
id_031500f63_41,0.019880455,0.2184849,0.015856462
id_031500f63_49,0.64410484,0.38898352,0.50102127
id_031500f63_53,0.6279141,0.4861762,0.49649706
id_031500f63_55,0.09766314,0.21376987,0.30042562
id_031500f63_56,0.099577926,0.17016211,0.1840047
id_031500f63_57,0.106659986,0.29225615,0.34507045
id_031500f63_58,0.38629097,1.147522,1.1702093
id_031500f63_63,0.41204575,1.3032374,1.2392238
id_032386617_0,0.30501872,0.57678056,0.41530505
id_032386617_1,0.9729208,1.4055756,1.3275427
id_032386617_4,0.11456789,0.23469667,0.40864685
id_032386617_7,0.58934927,0.58121705,0.60629356
id_032386617_10,0.738492,0.6578032,0.72214556
id_032386617_12,0.054121457,0.11279876,0.115037434
id_032386617_19,0.040282026,0.19800259,0.18281098
id_032386617_23,0.72838986,0.4188343,0.4204353
id_032386617_26,0.5920161,0.9958065,0.8011627
id_032386617_30,0.13228457,0.17026961,0.13210216
id_032386617_36,0.08111367,0.19964679,0.15558045
id_032386617_44,0.009245202,0.09618722,0.033853583
id_032386617_49,-0.002750702,0.020687103,-0.016722307
id_032386617_58,0.010446264,0.08009872,0.030739365
id_032386617_60,0.0523804,0.100299895,0.039945874
id_032386617_67,0.3170138,0.5435401,0.37942865
id_035b55616_3,1.1573508,0.8753684,1.2325946
id_035b55616_10,0.88078386,1.4472893,1.2213466
id_035b55616_15,0.3074065,0.31405947,0.5072887
id_035b55616_22,0.2655042,0.29811794,0.14320703
id_035b55616_31,0.029931528,0.064743705,0.050176382
id_035b55616_37,1.0919296,0.45953113,0.38855815
id_035b55616_39,0.24644762,0.18428046,0.1240482
id_035b55616_42,0.056105092,0.15721168,0.09546056
id_035b55616_45,0.37334263,0.6449236,0.80644214
id_035b55616_48,0.07255394,0.1962511,0.09555873
id_035b55616_51,0.15089601,0.22766887,0.13313872
id_035b55616_59,0.7631078,0.7323095,0.7788372
id_035b55616_64,0.5699685,0.55668247,0.5725622
id_0370608c1_4,0.5091912,0.3631736,0.30919912
id_0370608c1_7,0.8251312,1.0279032,1.3353186
id_0370608c1_10,0.560361,0.41137362,0.35916662
id_0370608c1_12,0.34873703,0.06759876,-0.01875764
id_0370608c1_16,0.2135222,0.060504735,-0.2457926
id_0370608c1_26,0.43717346,0.42953804,0.35580438
id_0370608c1_29,-0.16570958,-0.8812544,-1.4706496
id_0370608c1_32,0.44099656,0.72715604,0.5894286
id_0370608c1_37,-0.010125174,0.2638653,0.20190154
id_0370608c1_38,0.070651606,0.16359837,0.12525997
id_0370608c1_41,0.2807698,0.44166186,0.3129813
id_0370608c1_50,0.21017253,0.26475108,0.32968846
id_0370608c1_52,0.81887823,0.84832466,0.8324179
id_0370608c1_64,0.18883896,0.42264488,0.42552537
id_0370608c1_65,0.5959741,0.45323154,0.59136885
id_0370608c1_67,0.28684238,0.5286027,0.54427505
id_038b5053f_6,0.36076635,0.6364452,0.5615765
id_038b5053f_17,0.14242613,0.27748954,-0.019188281
