id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C
id_0172c2cb6_39,0.31915382,0.32504386,0.19325414
id_0172c2cb6_40,0.75628173,1.4565485,1.1159586
id_0172c2cb6_41,0.6754247,1.0747406,1.1036444
id_0172c2cb6_42,0.11912197,0.41001108,0.37218767
id_0172c2cb6_45,0.02395148,0.072566204,0.04223068
id_0172c2cb6_49,0.0014308862,0.13176821,0.049773168
id_0172c2cb6_54,0.06320237,0.2802322,0.15926524
id_0172c2cb6_55,0.06353297,0.24762078,0.15644927
id_0197d5afb_5,0.06507445,0.18526988,0.13792737
id_0197d5afb_9,0.14977166,0.06186086,0.027118627
id_0197d5afb_12,0.042200193,0.10399879,0.11374053
id_0197d5afb_14,0.19465537,0.33204147,0.31303713
id_0197d5afb_19,0.032846592,0.043346867,0.0758016
id_0197d5afb_25,0.06548518,0.2607167,0.0813098
id_0197d5afb_27,0.05875654,0.44238853,0.30883932
id_0197d5afb_32,0.69138426,0.7861909,0.67620444
id_0197d5afb_36,1.1820844,0.4969851,0.4607402
id_0197d5afb_46,0.004344623,0.066953674,0.036910318
id_0197d5afb_50,0.20661534,0.1668915,0.10981983
id_0197d5afb_55,0.47964564,0.76501286,0.80640656
id_0197d5afb_56,0.19226359,0.2185803,0.2272339
id_0197d5afb_61,0.14754142,0.16253407,0.07852912
id_0197d5afb_65,0.016137505,0.11776795,0.090313606
id_019a556b1_0,0.4905898,0.5886079,0.56649554
id_019a556b1_1,1.2713642,1.8262328,1.5776016
id_019a556b1_3,0.3010246,0.38539574,0.8913609
id_019a556b1_9,0.6365645,0.68221474,0.4381041
id_019a556b1_16,0.13567753,0.21591116,0.030620266
id_019a556b1_17,0.31043443,0.39148593,0.19506647
id_019a556b1_21,0.5981299,1.1337008,1.2254051
id_019a556b1_23,0.093141936,0.29559988,0.36812627
id_019a556b1_29,1.2259041,1.508912,1.4092624
id_019a556b1_33,1.0305,1.8659006,1.7038983
id_019a556b1_39,0.34716818,0.57308835,0.64141226
id_019a556b1_43,0.25798476,-0.17589468,-0.83424526
id_019a556b1_48,0.3769958,0.47436458,0.38759804
id_019a556b1_52,0.03502915,0.29197338,0.4353179
id_019a556b1_58,0.39290524,0.21654473,0.38641316
id_019a556b1_60,0.3707989,0.6351152,0.7290203
id_019a556b1_63,0.43906212,0.65430516,0.696715
id_019a556b1_65,0.6701223,0.5620734,0.5852264
id_01b53b647_3,0.8134386,0.798902,0.85349935
id_01b53b647_5,0.1192346,0.23348995,0.06459366
id_01b53b647_6,0.012849959,0.06577597,0.011339851
id_01b53b647_10,0.551699,0.29072103,0.21072994
id_01b53b647_14,0.23089656,1.0102769,0.5598135
id_01b53b647_18,0.052458026,0.36249575,0.09928891
id_01b53b647_23,0.87774384,2.1783907,1.6403904
id_01b53b647_27,0.44132015,0.21159232,0.31133074
id_01b53b647_34,1.4081384,2.2987118,1.2180189
id_01b53b647_35,0.9060456,0.45821482,0.54654014
id_01b53b647_38,0.05925818,0.20293973,0.08719039
id_01b53b647_47,0.36091447,0.08095978,0.0756546
id_01b53b647_51,0.010358043,0.07487541,0.014841511
id_01b53b647_55,0.038659174,0.098871425,0.043275304
id_01b53b647_58,0.21360864,0.1801927,0.19425045
id_01bd6a9b8_2,0.1936773,-0.055957787,-0.040738925
id_01bd6a9b8_4,-14.583795,-9.203471,-25.999376
id_01bd6a9b8_6,0.43458027,-0.3470972,0.06657416
id_01bd6a9b8_8,-0.16419981,0.065274484,0.050722927
id_01bd6a9b8_10,0.42995504,0.4007706,0.1137728
id_01bd6a9b8_12,0.046751387,-0.25049597,-0.13299066
id_01bd6a9b8_13,-0.11250455,-0.20091078,-0.08012343
id_01bd6a9b8_16,-0.19227438,-0.32165602,0.12491597
id_01bd6a9b8_21,-0.18766804,-0.07177129,0.08984954
id_01bd6a9b8_26,-0.11616581,-0.020948881,-0.014383959
id_01bd6a9b8_27,-11.236842,-5.6104965,-20.627275
id_01bd6a9b8_32,-0.39754614,0.06738939,-0.08113527
id_01bd6a9b8_39,-0.21653736,0.1767396,-0.06954793
id_01bd6a9b8_42,0.35780016,0.31539807,-0.21023214
id_01bd6a9b8_43,0.30842736,0.26714283,0.043342784
id_01bd6a9b8_45,1.9277567,-0.24496658,-0.05759915
id_01bd6a9b8_46,1.1205592,-0.14958346,0.24346653
id_01bd6a9b8_49,0.85963976,0.19570303,17.027967
id_01bd6a9b8_51,4.5806346,-0.04459549,2.0020466
id_01bd6a9b8_54,0.097792454,0.86681336,-0.067732506
id_01ccf95c0_3,0.9632911,0.7472831,1.3356239
id_01ccf95c0_6,0.046134368,0.22339055,0.25478682
id_01ccf95c0_14,0.26575986,0.24911416,0.25982088
id_01ccf95c0_18,0.19505724,0.3937389,0.46864754
id_01ccf95c0_22,0.03900936,0.10859976,0.06869206
id_01ccf95c0_28,0.081310384,0.30347565,0.18578541
id_01ccf95c0_31,0.07031288,0.15464008,0.1771688
id_01ccf95c0_35,-0.0018148148,0.068863764,0.08815921
id_01ccf95c0_39,0.36019123,0.17705522,0.09002759
id_01ccf95c0_45,0.5229775,0.36116907,0.368919
id_01ccf95c0_49,0.021730252,0.117790185,0.08375236
id_01ccf95c0_59,0.12131027,0.29718262,0.1514351
id_01ccf95c0_62,0.1331841,0.522565,0.34502095
id_01e2cf40a_10,0.812779,0.22313248,0.45813337
id_01e2cf40a_13,0.33568493,0.20694555,0.46572655
id_01e2cf40a_25,0.17848724,0.27140683,0.6291873
id_01e2cf40a_29,0.28451115,0.31636065,0.347178
id_01e2cf40a_54,0.15781535,0.21823296,0.3501612
id_01e2cf40a_55,0.18574029,0.2393199,0.38412926
id_01e2cf40a_62,0.60380137,0.16303258,0.2916498
id_01e2cf40a_64,0.4465277,0.60561,1.0888363
id_01e2cf40a_66,0.48577362,0.16058797,0.37691346
id_01e62ef42_4,-0.021754036,0.0028864976,-0.0230728
id_01e62ef42_5,0.016942853,-0.017827075,0.025851507
id_01e62ef42_8,-0.00783137,0.025956558,0.025774678
id_01e62ef42_12,0.009507312,0.012193829,0.006537848
id_01e62ef42_21,0.0022583697,0.0011735703,-0.0039806375
id_01e62ef42_30,-0.011328623,0.052002747,-0.0044578426
id_01e62ef42_31,-0.020501848,0.025143277,-0.0035639862
id_01e62ef42_37,-0.009444192,0.012495692,0.07288561
id_01e62ef42_41,-0.008082777,-0.009031494,0.008950504
id_01e62ef42_42,-0.0071340427,0.02117277,0.00019051379
id_01e62ef42_44,0.019150639,0.016067576,0.012599622
id_01e62ef42_45,0.056500424,0.031374484,-0.001883701
id_01e62ef42_54,-0.00402196,0.016067576,-0.17224969
id_01e62ef42_58,0.31544974,0.29631728,0.11187521
id_01e62ef42_65,4.2234845,1.2995838,0.21872589
id_01f38f83d_5,0.09405491,0.30953234,0.20334752
id_01f38f83d_8,0.8836542,0.5237866,0.4470176
id_01f38f83d_10,0.42696652,0.714797,0.51729494
id_01f38f83d_18,0.73212063,0.6704052,0.56925446
id_01f38f83d_23,0.45346612,1.319434,0.83213925
id_01f38f83d_25,0.2633312,1.7072086,1.2835103
id_01f38f83d_28,0.6127096,0.8137521,0.6326241
id_01f38f83d_29,0.1141546,0.17177013,0.11295071
id_01f38f83d_30,0.097247444,0.5482564,0.27707243
id_01f38f83d_38,0.03305052,0.105908506,0.04492625
id_01f38f83d_42,1.3448615,0.7677844,0.5497244
id_01f38f83d_66,0.47991863,0.5854711,0.49873507
id_020105a22_0,5.24424,-0.9915457,3.1410615
id_020105a22_5,0.4474126,0.26761743,0.08409778
id_020105a22_12,0.07938022,0.04249705,0.040462404
id_020105a22_14,-0.21738271,-0.06461363,-0.018827222
id_020105a22_16,1.2186137,-0.10963435,0.30348802
id_020105a22_21,0.97817004,0.10783489,0.808305
id_020105a22_22,0.44622725,-0.075483695,0.37627733
id_020105a22_26,0.32462603,-0.066593856,-0.30808383
id_020105a22_31,0.5122038,0.12226939,0.29982042
id_020105a22_33,0.82615644,0.3279476,0.036959678
id_020105a22_39,0.8040751,0.39980122,0.44459406
id_020105a22_52,-0.0051823254,1.0785699,-0.08940609
id_020105a22_54,2.6311903,0.7712158,0.26293164
id_020105a22_57,0.42473656,1.3102517,0.7281968
id_020105a22_64,0.25222743,0.3231677,0.7200958
id_020105a22_66,1.4864222,0.307205,1.4085298
id_020af5561_11,0.35588092,0.5975587,0.42628533
id_020af5561_17,0.032930035,0.32349306,0.47551593
id_020af5561_21,0.022894738,0.3313174,0.25815332
id_020af5561_24,0.5444488,1.0347404,0.89119947
id_020af5561_31,0.3450489,1.97168,1.8363749
id_020af5561_36,0.15860786,0.64258724,0.6482036
id_020af5561_52,0.1355266,0.047980685,0.18845023
id_020af5561_53,0.36751685,0.2966758,0.37018356
id_020af5561_55,1.0799998,1.7033552,2.0818877
id_0211b293a_2,0.9561356,0.9398493,1.3853513
id_0211b293a_3,0.5511926,0.64322996,0.8329299
id_0211b293a_8,0.54055303,0.752678,0.96226555
id_0211b293a_9,0.45805386,0.38155425,0.2504499
id_0211b293a_10,0.4315706,1.0315176,1.0052947
id_0211b293a_12,0.05519318,0.19509774,0.18339543
id_0211b293a_26,0.15584067,0.4516711,0.25534964
id_0211b293a_27,0.4210055,0.34873798,0.3159924
id_0211b293a_34,0.7470595,0.60157233,0.51512563
id_0211b293a_35,0.9040602,0.3076213,0.34718847
id_0211b293a_39,0.34149617,0.37315172,0.5471111
id_0211b293a_52,0.038443,0.15773982,0.094839424
id_0211b293a_53,0.054554813,0.073138,0.038455736
id_0211b293a_54,0.12877181,0.28286973,0.14039429
id_0211b293a_57,0.26335454,0.60730505,0.54249936
id_0211b293a_60,0.37535608,1.210883,1.1109604
id_0211b293a_63,0.11887845,0.16481055,0.15765128
id_0211b293a_64,0.14045522,0.138583,0.23710306
id_0211b293a_67,0.08323774,0.50571656,0.44389
id_023f91e97_2,1.1348385,0.58724093,1.071405
id_023f91e97_9,0.8236521,0.39935532,0.88166946
id_023f91e97_17,0.06910262,0.12264406,0.17126301
id_023f91e97_20,0.1512112,0.20172112,0.12008336
id_023f91e97_21,0.3179085,0.18107727,0.038070608
id_023f91e97_28,0.31337246,-0.0043121055,-0.21439815
id_023f91e97_39,0.040843766,0.27671877,0.23375972
id_023f91e97_40,0.09367918,0.059625667,0.094267055
id_023f91e97_41,0.35992205,0.38965067,0.28602535
id_023f91e97_43,0.09812985,0.23298134,0.29622594
id_023f91e97_49,0.20107381,0.44780356,0.4536111
id_023f91e97_53,0.33901924,0.50066155,0.24441765
id_023f91e97_59,0.1451666,0.16271833,0.30624092
id_023f91e97_60,0.4454431,0.43625903,0.31464508
id_023f91e97_61,0.18701729,0.34788418,0.34859043
id_02612d250_0,0.4032873,0.85899913,0.6922164
id_02612d250_1,1.5673034,3.4498813,3.8721304
id_02612d250_16,0.26352212,0.79139787,0.5925477
id_02612d250_17,0.23390295,0.44485366,0.5301946
id_02612d250_23,0.11696409,0.711455,0.52366644
id_02612d250_35,0.50632733,1.0905657,1.0152755
id_02612d250_37,0.69734335,0.55937785,0.46570832
id_02612d250_40,0.13390017,0.24171941,0.29197305
id_02612d250_42,0.11712287,0.15274154,0.11806249
id_02612d250_60,0.5543808,0.5493109,0.32224333
id_02612d250_63,0.16777186,0.3370405,0.2234061
id_0292ade85_10,0.062139433,0.45941484,-0.16885458
id_0292ade85_16,0.07184857,0.47764763,-0.07944697
id_0292ade85_19,0.072998084,0.15144837,-0.09324968
id_0292ade85_22,-0.006431201,-0.026486984,-0.104482844
id_0292ade85_25,-0.032330386,0.11213164,-0.24251242
id_0292ade85_26,-0.032743905,0.034013525,-0.1411097
id_0292ade85_37,0.37387544,0.75232434,0.5216204
id_0292ade85_40,0.0935799,0.24153572,-0.10728154
id_0292ade85_42,-0.048144415,0.25927958,-0.09438443
id_0292ade85_44,0.08087238,0.08437546,0.21005373
id_0292ade85_46,-0.10765102,-0.014872104,-0.112257004
id_0292ade85_54,0.054377507,-0.06501887,0.21914679
id_0292ade85_57,0.013484122,0.27256063,-0.039477345
id_0292ade85_60,-0.05366578,0.21145605,0.21642849
id_0292ade85_61,0.41512793,0.26224828,-0.0016764103
id_0292ade85_64,0.031714145,0.41377443,-0.14034386
id_0292ade85_65,0.25309634,1.0747185,0.5173395
id_02949f9a6_0,0.68448234,0.68923074,0.48209527
id_02949f9a6_14,0.1900984,0.31652924,0.2417031
id_02949f9a6_20,0.07766649,0.37582558,0.18212944
id_02949f9a6_26,0.06945099,0.22462253,0.12358932
id_02949f9a6_27,0.21630818,0.5284994,0.19445474
id_02949f9a6_32,0.04005192,0.17183627,0.02896717
id_02949f9a6_36,0.31432384,0.26933098,0.21662043
id_02949f9a6_38,0.046354137,0.28582636,0.13909699
id_02949f9a6_39,0.07908439,0.21992551,0.09345516
id_02949f9a6_50,0.065567605,0.5040142,0.121412784
id_02949f9a6_52,0.10647267,0.5283741,0.2858774
id_02949f9a6_56,0.21982738,0.44132218,0.3254441
id_02949f9a6_61,0.16952711,0.28873146,0.22932196
id_02949f9a6_62,0.110857405,0.5387706,0.32592624
id_02949f9a6_63,0.17836733,1.3938618,1.0975369
id_0295caf90_1,0.5523162,0.93375194,0.7890473
id_0295caf90_3,0.40953046,0.28091776,0.3718624
id_0295caf90_5,0.08828505,0.52163726,0.710474
id_0295caf90_6,0.04657875,0.26458982,0.2646892
id_0295caf90_13,0.38009492,0.5427236,0.2554549
id_0295caf90_17,0.34891942,0.2553638,0.28137028
id_0295caf90_21,0.20264749,0.18801013,0.0940985
id_0295caf90_26,0.17922688,0.15829343,0.1930321
id_0295caf90_32,0.043118507,0.15933007,0.12961514
id_0295caf90_40,0.29928085,0.601019,0.49627462
id_0295caf90_42,0.11064964,0.24129474,0.18018536
id_0295caf90_48,0.25517496,0.25829387,0.10184587
id_0295caf90_50,0.041987684,0.25285524,0.22978449
id_02bda376d_15,0.92923176,2.0998125,1.0635657
id_02bda376d_18,0.043478854,0.8954414,0.3811301
id_02bda376d_23,0.01246011,0.48344928,0.16454425
id_02bda376d_26,0.06606381,0.21609831,0.18022002
id_02bda376d_38,0.031195784,0.22856489,0.12068357
id_02bda376d_55,1.0389208,0.30722913,0.11937864
id_02bda376d_64,-0.019688614,0.12578067,0.08028191
id_02bda376d_65,0.028118322,0.2842845,0.2245609
id_02bda376d_67,0.124089934,0.680933,0.56731296
id_02c0278e3_1,1.4626924,1.6245917,1.9112236
id_02c0278e3_18,0.84675616,0.3554851,0.8064985
id_02c0278e3_20,1.2612959,1.2925657,1.0596915
id_02c0278e3_29,0.39391124,0.38289633,0.45783567
id_02c0278e3_30,0.7606396,0.55674386,0.63445723
id_02c0278e3_42,0.12617691,0.2041123,0.30803648
id_02c0278e3_50,1.0904542,1.2010332,1.4012401
id_02c0278e3_59,0.37297222,0.45636144,0.42681018
id_02c0278e3_63,0.14489247,0.386451,0.4455073
id_02c0278e3_65,0.2549264,0.36325014,0.2980849
id_02c16cf5b_13,0.04015733,0.066201515,0.10086923
id_02c16cf5b_20,0.24398057,0.15499677,0.1970168
id_02c16cf5b_22,0.29534376,0.6234275,0.671064
id_02c16cf5b_26,0.4566118,0.52859974,0.6054785
id_02c16cf5b_33,0.8720118,1.3164803,1.1682614
id_02c16cf5b_41,0.5780483,0.6208623,0.8207087
id_02c16cf5b_42,0.579911,0.69504696,0.6135025
id_02c16cf5b_45,0.25055444,0.33951423,0.3735408
id_02c16cf5b_58,0.2180326,0.5764006,0.4498584
id_02c16cf5b_65,0.3022458,0.41867453,0.5404106
id_031276afd_10,0.33164904,1.6144583,1.0746143
id_031276afd_18,1.2990416,0.59886396,0.6734095
id_031276afd_20,0.70535296,0.64589864,0.51627403
id_031276afd_21,0.40443367,0.808084,0.6111203
id_031276afd_23,0.3696033,0.4263128,0.4046691
id_031276afd_29,0.14618991,0.1888132,0.117857836
id_031276afd_30,0.12481242,0.11624058,0.037821043
id_031276afd_34,1.7781285,2.8892622,2.3309073
id_031276afd_43,0.75119096,0.41753104,0.60745066
id_031276afd_45,1.3888172,0.40570652,0.50391454
id_031276afd_46,0.33547118,0.31534722,0.4539759
id_031276afd_50,0.36058825,0.41642165,0.26658165
id_031276afd_52,0.19395313,0.3938371,0.3984641
id_031276afd_65,0.30428773,0.72577834,0.8444615
id_031500f63_0,0.23738421,0.62554485,0.5224005
id_031500f63_10,0.018119065,0.44289607,0.1533391
id_031500f63_15,0.549751,1.749244,1.9015764
id_031500f63_28,0.02360321,0.26888424,0.22187348
id_031500f63_32,0.10525358,0.43451867,0.48601085
id_031500f63_41,0.025842661,0.18911266,0.0076625245
id_031500f63_49,0.55315924,0.3780047,0.5081503
id_031500f63_53,0.47665626,0.49791375,0.5068424
id_031500f63_55,-0.010348073,0.25389007,0.39002752
id_031500f63_56,0.122648485,0.12210476,0.22069907
id_031500f63_57,0.12779704,0.31169504,0.42006508
id_031500f63_58,0.113261454,1.1898565,1.4074779
id_031500f63_63,0.3042875,1.3549216,1.6377507
id_032386617_0,0.3951061,0.52341837,0.2886942
id_032386617_1,0.8176526,1.1217741,1.2805645
id_032386617_4,0.08327075,0.34036142,0.5160358
id_032386617_7,0.6525477,0.5532372,0.5653328
id_032386617_10,1.0128149,0.77961427,0.86448556
id_032386617_12,0.1504864,0.093907855,0.14805327
id_032386617_19,0.061820287,0.18275832,0.19519582
id_032386617_23,0.78461,0.41929236,0.4418441
id_032386617_26,0.744269,1.5173526,0.9856616
id_032386617_30,0.19359119,0.19406119,0.19552027
id_032386617_36,0.1726107,0.20543252,0.22977272
id_032386617_44,0.023843817,0.09285547,0.032435186
id_032386617_49,0.032931756,0.068814225,0.02275415
id_032386617_58,0.019076608,0.09618055,0.024858737
id_032386617_60,0.020877533,0.04526322,0.024750207
id_032386617_67,0.27369732,0.7255004,0.3469684
id_035b55616_3,1.1309886,0.75065553,1.3451958
id_035b55616_10,0.80450004,1.2693139,1.2879428
id_035b55616_15,0.30243948,0.29031143,0.44163758
id_035b55616_22,0.20905979,0.25947246,0.17017493
id_035b55616_31,0.05214425,0.067949444,0.10360583
id_035b55616_37,1.8646461,0.47670293,0.3535051
id_035b55616_39,0.24033928,0.17001027,0.14413589
id_035b55616_42,0.049004123,0.1435401,0.10130623
id_035b55616_45,0.32176515,0.8041764,1.0536482
id_035b55616_48,0.08966759,0.25530902,0.1503349
id_035b55616_51,0.16684663,0.1822361,0.110004105
id_035b55616_59,0.9331605,0.71270615,0.7692776
id_035b55616_64,0.6954273,0.59690344,0.56531215
id_0370608c1_4,0.31347543,0.2204264,0.21771081
id_0370608c1_7,0.76760375,0.7917866,0.95459867
id_0370608c1_10,0.5285713,0.38888434,0.38538763
id_0370608c1_12,0.36482793,0.0926091,0.043689605
id_0370608c1_16,0.5474355,0.028480409,-0.04882502
id_0370608c1_26,0.31184715,0.37698615,0.3666582
id_0370608c1_29,-0.11172803,-0.88738745,-1.5710298
id_0370608c1_32,0.3070178,0.77800024,0.4523281
id_0370608c1_37,0.0144024845,0.28236562,0.14750786
id_0370608c1_38,0.046114236,0.1233474,0.09592403
id_0370608c1_41,0.11130251,0.37663776,0.10728956
id_0370608c1_50,0.18746018,0.25332624,0.34010392
id_0370608c1_52,0.8937333,0.82321584,0.8106778
id_0370608c1_64,0.12885144,0.42172995,0.46043706
id_0370608c1_65,0.5441295,0.55295074,0.80885845
id_0370608c1_67,0.2706546,0.5601513,0.6386794
id_038b5053f_6,0.4748667,0.6760698,0.6364905
