id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C
id_00b436dec_13,0.028690197,0.14827152,0.08127295
id_00b436dec_15,0.040591393,0.11967835,0.008561219
id_00b436dec_16,0.057051413,-0.023207393,0.014477697
id_00b436dec_27,0.2691236,0.25161672,0.3071536
id_00b436dec_28,0.8135954,0.7737256,0.2607388
id_00b436dec_36,0.39178368,0.13777232,0.1377862
id_00b436dec_40,0.14924927,0.15178049,0.08570147
id_00b436dec_41,0.35693133,0.4661013,0.36706588
id_00b436dec_45,0.23529917,0.2141428,0.09818397
id_00b436dec_51,0.11691768,0.35471046,0.19087234
id_00b436dec_59,0.10758881,0.15940168,0.08226421
id_00b436dec_66,0.6338036,0.40862483,0.4184766
id_00fcc5cd1_0,-0.037451755,0.07159171,0.28677875
id_00fcc5cd1_5,0.103582576,0.014506089,-0.0852905
id_00fcc5cd1_8,0.030461825,-0.08772883,0.09778377
id_00fcc5cd1_13,0.094965935,-0.050843194,0.0072900592
id_00fcc5cd1_14,0.029825391,0.39907935,0.085181735
id_00fcc5cd1_23,-0.09158795,-0.026079623,0.046022765
id_00fcc5cd1_24,0.1048451,0.2490922,0.18548387
id_00fcc5cd1_27,0.27469617,-0.012071638,0.1742666
id_00fcc5cd1_31,0.05455144,0.13667609,0.17346041
id_00fcc5cd1_37,-0.011814677,-0.14182946,0.1351014
id_00fcc5cd1_38,0.32558805,0.24771678,0.21746024
id_00fcc5cd1_40,0.14053957,0.012924526,-0.014870321
id_00fcc5cd1_64,-0.0049496894,0.11212477,0.16680788
id_00fcc5cd1_65,0.086660266,0.40969032,0.3694526
id_00fcc5cd1_67,0.559983,1.0759091,0.6258656
id_010ab0472_1,1.5321918,1.8150716,2.0423188
id_010ab0472_4,0.62903965,0.667171,0.689227
id_010ab0472_6,0.18451156,0.3787262,0.49055916
id_010ab0472_11,0.43423858,0.45689067,0.21316262
id_010ab0472_21,0.89467156,0.88923895,0.6805591
id_010ab0472_23,0.45132482,0.6589723,0.5378693
id_010ab0472_39,-0.020893632,0.009460876,0.020740997
id_010ab0472_41,0.058106188,0.16325119,0.07219133
id_010ab0472_47,1.2876979,1.2475337,1.0735049
id_010ab0472_49,1.0583091,0.9822,0.83739334
id_010ab0472_53,0.60131,0.75078017,0.59789056
id_010ab0472_58,0.17459987,0.614291,0.29397795
id_010ab0472_60,0.0010136962,0.22699699,0.083264366
id_010ab0472_61,0.085687265,0.21357998,0.078008085
id_0172c2cb6_3,1.0913447,0.23658876,0.43941677
id_0172c2cb6_4,1.0301094,0.79741156,1.2051898
id_0172c2cb6_18,0.15058732,0.3304381,0.26595673
id_0172c2cb6_23,0.103741035,0.12256293,0.13729717
id_0172c2cb6_30,0.06947447,0.082140304,0.060061198
id_0172c2cb6_35,0.62664366,0.22259068,0.17453617
id_0172c2cb6_36,0.26296955,0.51070696,0.6044426
id_0172c2cb6_39,0.32907948,0.340827,0.30354205
id_0172c2cb6_40,0.7407112,1.359711,1.3834809
id_0172c2cb6_41,0.58128566,0.7819958,0.89006275
id_0172c2cb6_42,0.32517368,0.40641472,0.32636645
id_0172c2cb6_45,-0.003676112,0.08440563,0.0043922244
id_0172c2cb6_49,0.035987195,0.114540525,0.06395358
id_0172c2cb6_54,0.0628322,0.28156707,0.12974977
id_0172c2cb6_55,0.1532584,0.27292174,0.18608
id_0197d5afb_5,0.09988426,0.18314865,0.17753932
id_0197d5afb_9,0.09742101,0.04729761,-0.01791184
id_0197d5afb_12,0.012873668,0.091557264,0.09795143
id_0197d5afb_14,0.2574208,0.35043755,0.27484027
id_0197d5afb_19,0.0800472,0.067601725,0.05790212
id_0197d5afb_25,0.08444083,0.22856745,0.16854084
id_0197d5afb_27,0.17740956,0.38066122,0.22557965
id_0197d5afb_32,0.6978267,0.97274697,0.78583366
id_0197d5afb_36,1.2345891,0.47200954,0.49603745
id_0197d5afb_46,-0.037470397,0.07066831,0.01692702
id_0197d5afb_50,0.18241641,0.18447846,0.17612498
id_0197d5afb_55,0.61488885,0.70066917,0.8350055
id_0197d5afb_56,0.38479072,0.20250927,0.31495124
id_0197d5afb_61,0.18831758,0.14258444,0.13644785
id_0197d5afb_65,0.06471813,0.15084098,0.1255288
id_019a556b1_0,0.4866266,0.5705076,0.35723755
id_019a556b1_1,1.3594611,1.5676454,1.3287776
id_019a556b1_3,0.29401213,0.36768383,0.6732347
id_019a556b1_9,0.75776744,0.56123745,0.28079247
id_019a556b1_16,0.2359606,0.27600715,0.06428424
id_019a556b1_17,0.18353634,0.3309538,0.38537514
id_019a556b1_21,0.5792731,0.92690426,0.8271307
id_019a556b1_23,0.19661821,0.28432643,0.3391649
id_019a556b1_29,1.3190429,1.8837659,1.133387
id_019a556b1_33,1.1482412,1.9267809,1.4086393
id_019a556b1_39,0.51038766,0.62669146,0.5820933
id_019a556b1_43,0.033437267,-0.15932617,-0.6604624
id_019a556b1_48,0.4904882,0.51521987,0.32389182
id_019a556b1_52,0.10443254,0.27528146,0.36593136
id_019a556b1_58,0.47002628,0.2081876,0.41357166
id_019a556b1_60,0.54753095,0.6256325,0.60013366
id_019a556b1_63,0.6107229,0.62433916,0.65551305
id_019a556b1_65,0.61604047,0.6822903,0.48068598
id_01b53b647_3,0.7358642,0.73048717,1.0022484
id_01b53b647_5,0.10206368,0.2325983,0.24013202
id_01b53b647_6,0.016502634,0.081187405,0.058733482
id_01b53b647_10,0.54584044,0.3077071,0.25998077
id_01b53b647_14,0.22405055,0.9658027,1.1061363
id_01b53b647_18,0.0204138,0.41252205,0.12104857
id_01b53b647_23,1.6612109,2.4743016,1.8557973
id_01b53b647_27,0.7008093,0.24518888,0.3224748
id_01b53b647_34,1.2599896,2.3178875,1.6108944
id_01b53b647_35,0.7788395,0.361261,0.59702706
id_01b53b647_38,0.015252822,0.15691677,0.11383569
id_01b53b647_47,0.323788,0.060975492,0.07803908
id_01b53b647_51,0.030572891,0.063893184,0.015989026
id_01b53b647_55,-0.012277376,0.07784058,0.0573887
id_01b53b647_58,0.1473072,0.19957764,0.19432051
id_01bd6a9b8_2,0.7330795,-0.013446951,0.3174974
id_01bd6a9b8_4,-20.26239,-10.734321,-20.86169
id_01bd6a9b8_6,1.2257398,-0.16361088,-0.010551124
id_01bd6a9b8_8,-0.62674373,-0.18915991,-0.1306054
id_01bd6a9b8_10,0.3069571,-0.1440976,-0.2518108
id_01bd6a9b8_12,-0.07104643,0.7400108,-0.21430081
id_01bd6a9b8_13,-0.48796704,0.11717258,-0.38364145
id_01bd6a9b8_16,0.058266565,-0.30269197,0.022414388
id_01bd6a9b8_21,0.01869876,-0.10705294,-0.19219504
id_01bd6a9b8_26,-0.0988841,0.17741019,-0.0942807
id_01bd6a9b8_27,-10.497057,-6.60796,-12.557007
id_01bd6a9b8_32,2.2043715,0.22504115,-0.07783663
id_01bd6a9b8_39,0.12763625,0.14807162,0.28537828
id_01bd6a9b8_42,0.30549788,0.055856876,-0.21756323
id_01bd6a9b8_43,-0.29378188,0.22018842,-0.17543471
id_01bd6a9b8_45,0.39739156,0.2291253,0.07972184
id_01bd6a9b8_46,0.026664479,0.2027732,0.081304505
id_01bd6a9b8_49,0.028717773,0.28085044,-0.40780687
id_01bd6a9b8_51,4.7262654,-0.12844926,2.2196207
id_01bd6a9b8_54,1.9600197,0.30999762,-0.005031906
id_01ccf95c0_3,0.871885,0.68166107,1.2348069
id_01ccf95c0_6,0.08917525,0.21278019,0.15857615
id_01ccf95c0_14,0.19430467,0.2536997,0.20742989
id_01ccf95c0_18,0.2929751,0.3635443,0.3154687
id_01ccf95c0_22,0.06805799,0.119687214,0.045460507
id_01ccf95c0_28,0.14708243,0.2888858,0.22638299
id_01ccf95c0_31,0.064575635,0.118772596,0.05352784
id_01ccf95c0_35,0.013144031,0.053515382,0.0380955
id_01ccf95c0_39,0.2735566,0.16928272,0.08332701
id_01ccf95c0_45,0.51485217,0.35986963,0.2698803
id_01ccf95c0_49,0.053958226,0.13327882,0.08776682
id_01ccf95c0_59,0.29460564,0.28980285,0.1342926
id_01ccf95c0_62,0.2320341,0.47845876,0.29740742
id_01e2cf40a_10,0.5460334,0.21656747,0.29557812
id_01e2cf40a_13,0.4494501,0.21210085,0.37982184
id_01e2cf40a_25,0.22042738,0.3046071,0.4878926
id_01e2cf40a_29,0.23530112,0.31602806,0.44403884
id_01e2cf40a_54,0.21299271,0.20588884,0.30046925
id_01e2cf40a_55,0.23367585,0.14343518,0.39290756
id_01e2cf40a_62,0.52193147,0.20368499,0.2843985
id_01e2cf40a_64,0.3730655,0.5669933,0.9743562
id_01e2cf40a_66,0.4601381,0.27526698,0.36332482
id_01e62ef42_4,-0.050672617,0.03373662,-0.07749727
id_01e62ef42_5,0.05474925,-0.017552858,0.036397714
id_01e62ef42_8,-0.0021658076,0.017632594,-0.023034101
id_01e62ef42_12,0.019921845,-0.009348722,0.0055755167
id_01e62ef42_21,3.634194e-05,0.00101066,0.022141945
id_01e62ef42_30,0.021763923,-0.01145008,0.10277134
id_01e62ef42_31,0.03541023,-0.010488179,0.049889147
id_01e62ef42_37,0.20921646,-0.03502879,-0.005166122
id_01e62ef42_41,-0.16774479,-0.056811042,0.053553708
id_01e62ef42_42,-0.07309109,0.05348431,0.08006723
id_01e62ef42_44,0.46995628,0.041783094,1.1240059
id_01e62ef42_45,1.7953161,0.027924674,0.7416117
id_01e62ef42_54,0.46995628,0.041783094,1.1240059
id_01e62ef42_58,1.0165492,0.14026433,1.1712371
id_01e62ef42_65,0.055901397,1.7717456,1.3136877
id_01f38f83d_5,0.12060893,0.41138265,0.35172695
id_01f38f83d_8,0.940186,0.44311184,0.64748883
id_01f38f83d_10,0.41189003,0.7046299,0.52974755
id_01f38f83d_18,1.0750191,0.67091066,0.5943964
id_01f38f83d_23,0.5723445,1.0729454,0.76989615
id_01f38f83d_25,0.65343136,1.8408139,1.7639444
id_01f38f83d_28,1.3172894,1.0105807,0.7671539
id_01f38f83d_29,0.21084611,0.18839335,0.13185905
id_01f38f83d_30,0.27613297,0.5487049,0.2811862
id_01f38f83d_38,0.008949261,0.10816158,0.04455573
id_01f38f83d_42,1.3344439,0.8170661,0.5226469
id_01f38f83d_66,0.77734154,0.5111747,0.48923296
id_020105a22_0,0.87947756,0.13923058,1.045993
id_020105a22_5,0.2657194,0.18747354,0.13128763
id_020105a22_12,0.051344983,0.21389236,-0.014918469
id_020105a22_14,0.13326822,0.049256235,-0.17319258
id_020105a22_16,0.84936184,0.12351889,0.02500646
id_020105a22_21,0.85811275,0.14061342,0.27982742
id_020105a22_22,0.6409351,0.22608851,0.3912223
id_020105a22_26,-0.006283032,-0.11241614,0.70113367
id_020105a22_31,1.0612007,0.7356088,0.49296498
id_020105a22_33,0.9883723,0.55247754,-0.15095317
id_020105a22_39,1.8289751,0.3738453,0.4050421
id_020105a22_52,0.16057314,1.4474839,0.34165877
id_020105a22_54,0.056937166,0.5574709,0.14245923
id_020105a22_57,-0.21474403,1.9032679,-0.050332434
id_020105a22_64,0.30859113,0.6498005,0.25308666
id_020105a22_66,-0.8434395,1.3109342,0.17520677
id_020af5561_11,0.36827874,0.5304664,0.26343578
id_020af5561_17,0.23479997,0.3604551,0.34314722
id_020af5561_21,0.086004,0.30299807,0.2354177
id_020af5561_24,0.7088984,1.0733457,0.819975
id_020af5561_31,0.5217248,1.8938189,1.4492874
id_020af5561_36,0.19302545,0.65020305,0.64482415
id_020af5561_52,0.39778176,0.07867178,0.13923082
id_020af5561_53,0.57428527,0.35041827,0.35463163
id_020af5561_55,1.1072876,2.1598895,1.6875751
id_0211b293a_2,1.172906,0.9077891,1.2191763
id_0211b293a_3,0.7099253,0.6075791,0.94876015
id_0211b293a_8,0.23937377,0.7364394,0.66062284
id_0211b293a_9,0.2855093,0.3350982,0.275546
id_0211b293a_10,0.44470787,1.188027,0.76477534
id_0211b293a_12,0.09107851,0.18881787,0.119956
id_0211b293a_26,0.046654128,0.42741778,0.10664492
id_0211b293a_27,0.16815968,0.38356042,0.190581
id_0211b293a_34,0.45577982,0.547539,0.4314095
id_0211b293a_35,0.21201116,0.31093603,0.20496619
id_0211b293a_39,0.52082545,0.3541158,0.42326605
id_0211b293a_52,0.14259699,0.1750963,0.093155585
id_0211b293a_53,0.11600363,0.075077176,0.060918506
id_0211b293a_54,0.11227869,0.25984225,0.091083005
id_0211b293a_57,0.18414354,0.49978203,0.4660164
id_0211b293a_60,0.29917023,1.2404819,0.8919122
id_0211b293a_63,0.033553906,0.14914156,0.08785846
id_0211b293a_64,0.054784607,0.14175323,0.16006567
id_0211b293a_67,0.07750097,0.50815684,0.35203075
id_023f91e97_2,1.2250059,0.61743957,0.9185419
id_023f91e97_9,0.86098087,0.47582927,0.53531015
id_023f91e97_17,0.18172893,0.09196729,0.09756244
id_023f91e97_20,0.17762987,0.15547262,0.11937057
id_023f91e97_21,0.2260506,0.20475851,-0.03996713
id_023f91e97_28,0.20979694,0.05698,-0.12614287
id_023f91e97_39,0.3857749,0.26714253,0.2335995
id_023f91e97_40,0.09080888,0.07050914,0.09730672
id_023f91e97_41,0.6418443,0.4023946,0.23690772
id_023f91e97_43,0.08402386,0.1755493,0.20329995
id_023f91e97_49,0.1682038,0.40493354,0.49613824
id_023f91e97_53,0.4167256,0.46826425,0.32028466
id_023f91e97_59,0.07947488,0.17126578,0.19946998
id_023f91e97_60,0.25165677,0.49803397,0.33881235
id_023f91e97_61,0.2598609,0.31466112,0.3058793
id_02612d250_0,0.649751,1.179164,0.76077133
id_02612d250_1,1.9390439,3.343523,3.4943197
id_02612d250_16,0.33479148,0.7895503,0.8966868
id_02612d250_17,0.38593918,0.42303884,0.47312564
id_02612d250_23,0.17653473,0.6938263,0.68881595
id_02612d250_35,0.51450104,1.2169489,1.1158295
id_02612d250_37,0.45581234,0.5566992,0.44540694
id_02612d250_40,0.21147275,0.26944807,0.23187509
id_02612d250_42,0.12610234,0.11981403,0.08438953
id_02612d250_60,0.38408473,0.4374641,0.35076165
id_02612d250_63,0.14280714,0.29727495,0.26539093
id_0292ade85_10,0.059811324,0.4691855,-0.19986111
id_0292ade85_16,-0.0085362,0.50656235,0.10764689
id_0292ade85_19,0.060587764,0.108139515,0.037246954
id_0292ade85_22,-0.005122102,-0.01732249,-0.007946572
id_0292ade85_25,0.049169503,0.12229497,0.0934179
id_0292ade85_26,0.14163578,0.07665777,0.01179648
id_0292ade85_37,0.18520631,0.67947835,0.84318954
id_0292ade85_40,0.28944707,0.40010422,-0.009882648
id_0292ade85_42,-0.07461812,0.308759,0.057906326
id_0292ade85_44,0.13058369,0.05516633,0.07382281
id_0292ade85_46,-0.2632948,-0.07057298,0.0090440195
id_0292ade85_54,-0.03942415,-0.03411526,-0.02166599
id_0292ade85_57,0.011861584,0.3020114,0.07828408
id_0292ade85_60,0.034522824,0.23421982,0.15035161
id_0292ade85_61,0.20280026,0.16421854,-0.015181458
id_0292ade85_64,0.11296376,0.38041687,0.39308685
id_0292ade85_65,0.31653377,1.1177794,1.4901185
id_02949f9a6_0,0.5606175,0.63920176,0.47987774
id_02949f9a6_14,0.11910713,0.32179177,0.19735754
id_02949f9a6_20,0.19198573,0.43117994,0.3134943
id_02949f9a6_26,0.14215781,0.25377804,0.13206956
id_02949f9a6_27,0.28832397,0.6444693,0.2526187
id_02949f9a6_32,0.09215356,0.20761533,0.08107882
id_02949f9a6_36,0.3534193,0.22169112,0.17093989
id_02949f9a6_38,0.1265205,0.29371455,0.13335113
id_02949f9a6_39,0.06798687,0.2207327,0.11920379
id_02949f9a6_50,0.07943321,0.49278936,0.24948357
id_02949f9a6_52,0.15421042,0.54675186,0.34090734
id_02949f9a6_56,0.3536334,0.3749785,0.34593207
id_02949f9a6_61,0.24784307,0.31710315,0.20759144
id_02949f9a6_62,0.23207249,0.50891024,0.3318135
id_02949f9a6_63,0.09783971,1.4608885,1.2531159
id_0295caf90_1,0.8069464,0.93099886,0.774383
id_0295caf90_3,0.5351104,0.2553676,0.47508088
id_0295caf90_5,0.3060196,0.43704617,0.7097728
id_0295caf90_6,0.019548055,0.23224589,0.27723897
id_0295caf90_13,0.14868923,0.5994732,0.16032003
id_0295caf90_17,0.50466734,0.2480625,0.22639824
id_0295caf90_21,0.17435707,0.17709455,0.14669997
id_0295caf90_26,0.10591343,0.15141961,0.07765064
id_0295caf90_32,0.028753975,0.16461086,0.09479395
id_0295caf90_40,0.47888663,0.6429814,0.35200533
id_0295caf90_42,0.14513649,0.22532126,0.19034672
id_0295caf90_48,0.21787445,0.28458348,0.12903057
id_0295caf90_50,0.08635137,0.23688637,0.15925556
id_02bda376d_15,1.4377873,2.3137035,1.0752928
id_02bda376d_18,0.09964362,0.83976877,0.5287183
id_02bda376d_23,-0.020083325,0.40042546,0.13920029
id_02bda376d_26,0.19902414,0.23433912,0.1631621
id_02bda376d_38,0.11959079,0.21235894,0.023872724
id_02bda376d_55,1.2061704,0.34389925,0.09722708
id_02bda376d_64,0.09952655,0.08593319,0.06606825
id_02bda376d_65,0.1093864,0.2697153,0.2532338
id_02bda376d_67,0.28871876,0.7907185,0.42829183
id_02c0278e3_1,1.3433168,1.4904305,1.500421
id_02c0278e3_18,0.55895627,0.4541516,0.46825898
id_02c0278e3_20,1.272159,0.9690027,0.9168016
id_02c0278e3_29,0.27468812,0.3060084,0.43432486
id_02c0278e3_30,0.43855432,0.6001199,0.68239176
id_02c0278e3_42,0.28044185,0.17622018,0.2441195
id_02c0278e3_50,0.9195045,0.9601584,1.3222167
id_02c0278e3_59,0.4215828,0.4857805,0.43441376
id_02c0278e3_63,0.173396,0.42303777,0.3726011
id_02c0278e3_65,0.37619233,0.36943665,0.35484597
id_02c16cf5b_13,0.061706852,0.092533626,0.088015534
id_02c16cf5b_20,0.14405535,0.17697494,0.08729559
id_02c16cf5b_22,0.18384452,0.6473381,0.38743883
id_02c16cf5b_26,0.33643496,0.4690444,0.47585312
id_02c16cf5b_33,0.8424443,1.491984,1.2596502
id_02c16cf5b_41,0.7517487,0.9016544,0.83628976
id_02c16cf5b_42,0.7330358,0.6922157,0.60779434
id_02c16cf5b_45,0.2559666,0.32812682,0.32964563
id_02c16cf5b_58,0.32472306,0.59170884,0.4163325
id_02c16cf5b_65,0.34233895,0.4294228,0.56975865
id_031276afd_10,0.8078472,1.4854369,1.1546763
id_031276afd_18,0.7696716,0.7267825,0.7222691
id_031276afd_20,0.5467573,0.5736337,0.6352487
id_031276afd_21,0.40758777,0.7023706,0.55069023
id_031276afd_23,0.17072308,0.4521064,0.31452695
id_031276afd_29,0.17367323,0.17397548,0.06848274
id_031276afd_30,0.05196407,0.029389355,-0.075267814
id_031276afd_34,1.3277037,3.3361707,2.776106
id_031276afd_43,0.6266946,0.381522,0.5903669
id_031276afd_45,1.1700187,0.4044903,0.47867543
id_031276afd_46,0.39367864,0.28154814,0.31175593
id_031276afd_50,0.47093603,0.44019523,0.43963948
id_031276afd_52,0.21804792,0.36872414,0.3253198
id_031276afd_65,0.3804306,0.6455884,0.68168175
id_031500f63_0,0.53472364,0.64406925,0.4325427
id_031500f63_10,0.10652088,0.8424988,0.10692692
id_031500f63_15,1.1745942,1.4987487,1.1576419
id_031500f63_28,0.04291531,0.30866155,0.10756077
id_031500f63_32,0.40375316,0.4735877,0.24658857
id_031500f63_41,0.008905972,0.20029671,0.07386539
id_031500f63_49,0.9087594,0.35931817,0.40079832
id_031500f63_53,0.871641,0.4816109,0.37450296
id_031500f63_55,0.24183339,0.22029431,0.1199959
id_031500f63_56,0.1864224,0.14383335,0.08460775
id_031500f63_57,0.32182777,0.32086033,0.22207917
id_031500f63_58,0.5635199,1.2647899,0.9090464
id_031500f63_63,0.55848485,1.4694284,1.2494627
id_032386617_0,0.28949967,0.64644444,0.3741875
id_032386617_1,0.8294148,1.5567775,1.0764141
id_032386617_4,0.12950899,0.34536842,0.3973682
id_032386617_7,0.7429159,0.50421137,0.66061527
id_032386617_10,0.78455174,0.61745894,0.7971363
id_032386617_12,0.124207705,0.14684042,0.18123244
id_032386617_19,0.09817632,0.20580308,0.20858708
id_032386617_23,0.81090254,0.40894946,0.3881488
id_032386617_26,0.6993535,1.2827903,0.8508194
id_032386617_30,0.19935723,0.158386,0.18395618
id_032386617_36,0.13478217,0.19787185,0.20317204
id_032386617_44,0.043565266,0.07447714,0.025999373
id_032386617_49,0.022317648,0.08260584,0.04387104
id_032386617_58,0.047309723,0.090234414,0.016161768
id_032386617_60,0.043005,0.053857293,0.02980742
id_032386617_67,0.32131124,0.75240344,0.44851637
id_035b55616_3,1.1363146,0.87710077,1.3925172
id_035b55616_10,0.9563023,1.15224,1.123258
id_035b55616_15,0.17149994,0.2640174,0.4091311
id_035b55616_22,0.1737147,0.2458753,0.1532227
id_035b55616_31,0.14294332,0.061611895,0.052935988
id_035b55616_37,0.81785107,0.43851674,0.4027381
id_035b55616_39,0.12555592,0.11873541,0.13096665
id_035b55616_42,0.048155956,0.113337986,0.075253345
id_035b55616_45,0.342343,0.841466,0.9072665
id_035b55616_48,0.1092725,0.24809647,0.1254299
id_035b55616_51,0.13889591,0.14605446,0.03875566
id_035b55616_59,0.7637787,0.7928531,0.71591985
id_035b55616_64,0.7362939,0.62458336,0.54160523
id_0370608c1_4,0.25348562,0.2658027,0.43113953
id_0370608c1_7,0.66937834,0.41503757,0.893759
id_0370608c1_10,0.5295564,0.39124802,0.41836035
id_0370608c1_12,0.19037947,0.097001895,-0.026422806
id_0370608c1_16,0.4836288,0.05958513,-0.029698445
id_0370608c1_26,0.2985008,0.28327474,0.30017
id_0370608c1_29,-0.1867118,-0.80033904,-1.5828165
id_0370608c1_32,0.3900782,0.7581523,0.6068508
id_0370608c1_37,0.06415633,0.32163468,0.21790549
id_0370608c1_38,0.13841471,0.13680983,0.09275192
id_0370608c1_41,0.2418708,0.39302143,0.31022346
id_0370608c1_50,0.19757059,0.29998502,0.28764868
id_0370608c1_52,0.7669931,0.74931043,0.79626876
id_0370608c1_64,0.2752881,0.37724072,0.46064925
id_0370608c1_65,0.5520457,0.5848457,0.7088863
id_0370608c1_67,0.23313698,0.5066432,0.53712803
id_038b5053f_6,0.5128809,0.67843175,0.4233035
id_038b5053f_17,0.07213863,0.20707186,0.1316728
